"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.336,7.5558e-06,2.9086e+05,0,1.8459e-05,0.19998,92.774,0.16085,0,4.7479e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02205,1,0.02205,0
1.336,7.3258e-06,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16085,0,4.7125e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0221,1,0.0221,0
1.336,7.0957e-06,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16084,0,4.6772e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02215,1,0.02215,0
1.336,6.8657e-06,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16084,0,4.6418e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0222,1,0.0222,0
1.336,6.6357e-06,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16084,0,4.6064e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02225,1,0.02225,0
1.336,6.4057e-06,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16083,0,4.5711e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0223,1,0.0223,0
1.336,6.1757e-06,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16083,0,4.5357e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02235,1,0.02235,0
1.336,5.9457e-06,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16082,0,4.5003e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0224,1,0.0224,0
1.336,5.7157e-06,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16082,0,4.465e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02245,1,0.02245,0
1.336,5.4857e-06,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16081,0,4.4296e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0225,1,0.0225,0
1.336,5.2557e-06,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16081,0,4.3942e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02255,1,0.02255,0
1.336,5.0257e-06,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16081,0,4.3589e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0226,1,0.0226,0
1.336,4.7957e-06,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.1608,0,4.3235e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02265,1,0.02265,0
1.336,4.5656e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1608,0,4.2881e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0227,1,0.0227,0
1.336,4.3356e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2528e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02275,1,0.02275,0
1.336,4.206e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2325e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0228,1,0.0228,0
1.336,4.2003e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.231e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02285,1,0.02285,0
1.336,4.1947e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2294e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0229,1,0.0229,0
1.336,4.189e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2279e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02295,1,0.02295,0
1.336,4.1834e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2264e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.023,1,0.023,0
1.336,4.1778e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2248e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02305,1,0.02305,0
1.336,4.1721e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16079,0,4.2233e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0231,1,0.0231,0
1.336,4.1665e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2217e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02315,1,0.02315,0
1.336,4.1608e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2202e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0232,1,0.0232,0
1.336,4.1552e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2187e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02325,1,0.02325,0
1.336,4.1495e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2171e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0233,1,0.0233,0
1.336,4.1439e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2156e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02335,1,0.02335,0
1.336,4.1383e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2141e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0234,1,0.0234,0
1.336,4.1326e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2125e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02345,1,0.02345,0
1.336,4.127e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.211e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0235,1,0.0235,0
1.336,4.1213e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2094e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02355,1,0.02355,0
1.336,4.1157e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2079e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0236,1,0.0236,0
1.336,4.1101e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2064e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02365,1,0.02365,0
1.336,4.1044e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16078,0,4.2048e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0237,1,0.0237,0
1.336,4.0988e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.2033e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02375,1,0.02375,0
1.336,4.0931e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.2017e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0238,1,0.0238,0
1.336,4.0875e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.2002e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02385,1,0.02385,0
1.336,4.0819e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1987e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0239,1,0.0239,0
1.336,4.0762e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1971e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02395,1,0.02395,0
1.336,4.0706e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1956e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.024,1,0.024,0
1.336,4.0649e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.194e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02405,1,0.02405,0
1.336,4.0593e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1925e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0241,1,0.0241,0
1.336,4.0537e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.191e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02415,1,0.02415,0
1.336,4.048e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1894e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0242,1,0.0242,0
1.336,4.0424e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1879e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02425,1,0.02425,0
1.336,4.0367e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16077,0,4.1863e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0243,1,0.0243,0
1.336,4.0311e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1848e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02435,1,0.02435,0
1.336,4.0255e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1833e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0244,1,0.0244,0
1.336,4.0198e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1817e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02445,1,0.02445,0
1.336,4.0142e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1802e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0245,1,0.0245,0
1.336,4.0085e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1787e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02455,1,0.02455,0
1.336,4.0029e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1771e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0246,1,0.0246,0
1.336,3.9972e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1756e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02465,1,0.02465,0
1.336,3.9916e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.174e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0247,1,0.0247,0
1.336,3.986e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1725e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02475,1,0.02475,0
1.336,3.9803e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.171e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0248,1,0.0248,0
1.336,3.9747e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1694e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02485,1,0.02485,0
1.336,3.969e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16076,0,4.1679e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0249,1,0.0249,0
1.336,3.9634e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1663e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02495,1,0.02495,0
1.336,3.9578e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1648e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.025,1,0.025,0
1.336,3.9521e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1633e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02505,1,0.02505,0
1.336,3.9465e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1617e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0251,1,0.0251,0
1.336,3.9408e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1602e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02515,1,0.02515,0
1.336,3.9352e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1586e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0252,1,0.0252,0
1.336,3.9296e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1571e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02525,1,0.02525,0
1.336,3.9239e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1556e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0253,1,0.0253,0
1.336,3.9183e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.154e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02535,1,0.02535,0
1.336,3.9126e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1525e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0254,1,0.0254,0
1.336,3.907e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1509e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02545,1,0.02545,0
1.336,3.9014e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16075,0,4.1494e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0255,1,0.0255,0
1.336,3.8957e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1479e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02555,1,0.02555,0
1.336,3.8901e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1463e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0256,1,0.0256,0
1.336,3.8844e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1448e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02565,1,0.02565,0
1.336,3.8788e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1433e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0257,1,0.0257,0
1.336,3.8751e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1422e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02575,1,0.02575,0
1.336,3.8752e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1423e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0258,1,0.0258,0
1.336,3.8753e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1423e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02585,1,0.02585,0
1.336,3.8754e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16074,0,4.1423e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0259,1,0.0259,0
1.336,3.8756e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1424e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02595,1,0.02595,0
1.336,3.8757e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1424e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.026,1,0.026,0
1.336,3.8758e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1424e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02605,1,0.02605,0
1.336,3.8759e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1425e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0261,1,0.0261,0
1.336,3.876e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1425e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02615,1,0.02615,0
1.336,3.8761e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1425e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0262,1,0.0262,0
1.336,3.8762e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16073,0,4.1426e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02625,1,0.02625,0
1.336,3.8764e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16072,0,4.1426e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0263,1,0.0263,0
1.336,3.8765e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16072,0,4.1426e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02635,1,0.02635,0
1.336,3.8766e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16072,0,4.1427e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0264,1,0.0264,0
1.336,3.8767e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16072,0,4.1427e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02645,1,0.02645,0
1.336,3.8768e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16072,0,4.1427e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0265,1,0.0265,0
1.336,3.8769e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16072,0,4.1428e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02655,1,0.02655,0
1.336,3.877e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.1428e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0266,1,0.0266,0
1.336,3.8772e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.1428e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02665,1,0.02665,0
1.336,3.8773e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.1429e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0267,1,0.0267,0
1.336,3.8774e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.1429e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02675,1,0.02675,0
1.336,3.8775e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.1429e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0268,1,0.0268,0
1.336,3.8776e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.143e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02685,1,0.02685,0
1.336,3.8777e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16071,0,4.143e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0269,1,0.0269,0
1.336,3.8778e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1607,0,4.143e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02695,1,0.02695,0
1.336,3.8779e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1607,0,4.143e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.027,1,0.027,0
1.336,3.8781e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1607,0,4.1431e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02705,1,0.02705,0
1.336,3.8782e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1607,0,4.1431e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0271,1,0.0271,0
1.336,3.8783e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1607,0,4.1431e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02715,1,0.02715,0
1.336,3.8784e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.1607,0,4.1432e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0272,1,0.0272,0
1.336,3.8785e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1432e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02725,1,0.02725,0
1.336,3.8786e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1432e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0273,1,0.0273,0
1.336,3.8787e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1433e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02735,1,0.02735,0
1.336,3.8789e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1433e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0274,1,0.0274,0
1.336,3.879e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1433e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02745,1,0.02745,0
1.336,3.8791e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1434e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0275,1,0.0275,0
1.336,3.8792e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16069,0,4.1434e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02755,1,0.02755,0
1.336,3.8793e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16068,0,4.1434e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0276,1,0.0276,0
1.336,3.8794e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16068,0,4.1435e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02765,1,0.02765,0
1.336,3.8795e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16068,0,4.1435e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0277,1,0.0277,0
1.336,3.8797e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16068,0,4.1435e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02775,1,0.02775,0
1.336,3.8798e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16068,0,4.1436e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0278,1,0.0278,0
1.336,3.8799e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16068,0,4.1436e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02785,1,0.02785,0
1.336,3.88e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1436e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0279,1,0.0279,0
1.336,3.8801e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1437e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02795,1,0.02795,0
1.336,3.8802e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1437e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.028,1,0.028,0
1.336,3.8803e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1437e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02805,1,0.02805,0
1.336,3.8805e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1438e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0281,1,0.0281,0
1.336,3.8806e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1438e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02815,1,0.02815,0
1.336,3.8807e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16067,0,4.1438e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0282,1,0.0282,0
1.336,3.8808e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.1439e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02825,1,0.02825,0
1.336,3.8809e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.1439e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0283,1,0.0283,0
1.336,3.881e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.1439e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02835,1,0.02835,0
1.336,3.8811e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.1439e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0284,1,0.0284,0
1.336,3.8813e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.144e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02845,1,0.02845,0
1.336,3.8814e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.144e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0285,1,0.0285,0
1.336,3.8815e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16066,0,4.144e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02855,1,0.02855,0
1.336,3.8816e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16065,0,4.1441e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0286,1,0.0286,0
1.336,3.8817e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16065,0,4.1441e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02865,1,0.02865,0
1.336,3.8818e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16065,0,4.1441e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0287,1,0.0287,0
1.336,3.8819e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16065,0,4.1442e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02875,1,0.02875,0
1.336,3.8821e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16065,0,4.1442e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0288,1,0.0288,0
1.336,3.8822e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16065,0,4.1442e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02885,1,0.02885,0
1.336,3.8823e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,4.1443e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0289,1,0.0289,0
1.336,3.8824e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,4.1443e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02895,1,0.02895,0
1.336,3.8825e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,4.1443e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.029,1,0.029,0
1.336,3.8826e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,4.1444e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02905,1,0.02905,0
1.336,3.8828e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,4.1444e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0291,1,0.0291,0
1.336,3.883e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,4.1445e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02915,1,0.02915,0
1.336,3.8832e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1445e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0292,1,0.0292,0
1.336,3.8835e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1446e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02925,1,0.02925,0
1.336,3.8837e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1447e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0293,1,0.0293,0
1.336,3.8839e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1447e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02935,1,0.02935,0
1.336,3.8841e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1448e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.0294,1,0.0294,0
1.336,3.8844e-06,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16063,0,4.1449e-05,1.1506e+05,0.18784,0,0,0,300,0,1,0.02945,1,0.02945,0
