"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3357,0.0017957,2.9078e+05,0,1.8463e-05,0.19752,91.622,0.14473,0,0.0013451,1.1506e+05,0.18788,0,0,0,300.07,0,1,0.01445,1,0.01445,0
1.3357,0.0017707,2.9079e+05,0,1.8462e-05,0.19758,91.65,0.14511,0,0.0013264,1.1506e+05,0.18787,0,0,0,300.07,0,1,0.0145,1,0.0145,0
1.3357,0.0017457,2.9079e+05,0,1.8462e-05,0.19765,91.679,0.14548,0,0.0013076,1.1506e+05,0.18787,0,0,0,300.07,0,1,0.01455,1,0.01455,0
1.3357,0.0017207,2.9079e+05,0,1.8462e-05,0.19771,91.707,0.14585,0,0.0012889,1.1506e+05,0.18787,0,0,0,300.07,0,1,0.0146,1,0.0146,0
1.3358,0.0016956,2.9079e+05,0,1.8462e-05,0.19777,91.736,0.14623,0,0.0012702,1.1506e+05,0.18787,0,0,0,300.06,0,1,0.01465,1,0.01465,0
1.3358,0.0016706,2.9079e+05,0,1.8462e-05,0.19783,91.764,0.1466,0,0.0012515,1.1506e+05,0.18787,0,0,0,300.06,0,1,0.0147,1,0.0147,0
1.3358,0.0016456,2.908e+05,0,1.8462e-05,0.19789,91.793,0.14697,0,0.0012328,1.1506e+05,0.18787,0,0,0,300.06,0,1,0.01475,1,0.01475,0
1.3358,0.0016206,2.908e+05,0,1.8462e-05,0.19795,91.821,0.14735,0,0.0012141,1.1506e+05,0.18787,0,0,0,300.06,0,1,0.0148,1,0.0148,0
1.3358,0.0015956,2.908e+05,0,1.8462e-05,0.19801,91.85,0.14772,0,0.0011954,1.1506e+05,0.18787,0,0,0,300.06,0,1,0.01485,1,0.01485,0
1.3358,0.0015706,2.908e+05,0,1.8462e-05,0.19807,91.878,0.14809,0,0.0011767,1.1506e+05,0.18787,0,0,0,300.06,0,1,0.0149,1,0.0149,0
1.3358,0.0015456,2.908e+05,0,1.8462e-05,0.19813,91.907,0.14847,0,0.001158,1.1506e+05,0.18787,0,0,0,300.05,0,1,0.01495,1,0.01495,0
1.3358,0.0015206,2.9081e+05,0,1.8462e-05,0.19819,91.935,0.14884,0,0.0011393,1.1506e+05,0.18787,0,0,0,300.05,0,1,0.015,1,0.015,0
1.3358,0.0014955,2.9081e+05,0,1.8462e-05,0.19825,91.964,0.14922,0,0.0011206,1.1506e+05,0.18786,0,0,0,300.05,0,1,0.01505,1,0.01505,0
1.3358,0.0014705,2.9081e+05,0,1.8462e-05,0.19832,91.992,0.14959,0,0.0011019,1.1506e+05,0.18786,0,0,0,300.05,0,1,0.0151,1,0.0151,0
1.3358,0.0014455,2.9081e+05,0,1.8461e-05,0.19838,92.021,0.14996,0,0.0010832,1.1506e+05,0.18786,0,0,0,300.05,0,1,0.01515,1,0.01515,0
1.3358,0.0014205,2.9081e+05,0,1.8461e-05,0.19844,92.049,0.15034,0,0.0010645,1.1506e+05,0.18786,0,0,0,300.05,0,1,0.0152,1,0.0152,0
1.3358,0.0013955,2.9082e+05,0,1.8461e-05,0.1985,92.078,0.15071,0,0.0010458,1.1506e+05,0.18786,0,0,0,300.04,0,1,0.01525,1,0.01525,0
1.3359,0.0013705,2.9082e+05,0,1.8461e-05,0.19856,92.106,0.15108,0,0.0010271,1.1506e+05,0.18786,0,0,0,300.04,0,1,0.0153,1,0.0153,0
1.3359,0.0013455,2.9082e+05,0,1.8461e-05,0.19862,92.135,0.15146,0,0.0010084,1.1506e+05,0.18786,0,0,0,300.04,0,1,0.01535,1,0.01535,0
1.3359,0.0013205,2.9082e+05,0,1.8461e-05,0.19868,92.163,0.15183,0,0.00098969,1.1506e+05,0.18786,0,0,0,300.04,0,1,0.0154,1,0.0154,0
1.3359,0.0012954,2.9082e+05,0,1.8461e-05,0.19874,92.192,0.1522,0,0.00097099,1.1506e+05,0.18786,0,0,0,300.04,0,1,0.01545,1,0.01545,0
1.3359,0.0012704,2.9082e+05,0,1.8461e-05,0.1988,92.22,0.15258,0,0.00095229,1.1506e+05,0.18786,0,0,0,300.04,0,1,0.0155,1,0.0155,0
1.3359,0.0012454,2.9083e+05,0,1.8461e-05,0.19886,92.249,0.15295,0,0.00093358,1.1506e+05,0.18786,0,0,0,300.03,0,1,0.01555,1,0.01555,0
1.3359,0.0012204,2.9083e+05,0,1.8461e-05,0.19892,92.277,0.15333,0,0.00091488,1.1506e+05,0.18786,0,0,0,300.03,0,1,0.0156,1,0.0156,0
1.3359,0.0011954,2.9083e+05,0,1.8461e-05,0.19899,92.306,0.1537,0,0.00089618,1.1506e+05,0.18785,0,0,0,300.03,0,1,0.01565,1,0.01565,0
1.3359,0.0011704,2.9083e+05,0,1.8461e-05,0.19905,92.334,0.15407,0,0.00087747,1.1506e+05,0.18785,0,0,0,300.03,0,1,0.0157,1,0.0157,0
1.3359,0.0011454,2.9083e+05,0,1.846e-05,0.19911,92.363,0.15445,0,0.00085877,1.1506e+05,0.18785,0,0,0,300.03,0,1,0.01575,1,0.01575,0
1.3359,0.0011207,2.9084e+05,0,1.846e-05,0.19917,92.39,0.1548,0,0.00084037,1.1506e+05,0.18785,0,0,0,300.03,0,1,0.0158,1,0.0158,0
1.3359,0.001101,2.9084e+05,0,1.846e-05,0.19919,92.399,0.15495,0,0.00082594,1.1506e+05,0.18785,0,0,0,300.03,0,1,0.01585,1,0.01585,0
1.3359,0.0010812,2.9084e+05,0,1.846e-05,0.1992,92.408,0.15509,0,0.0008115,1.1506e+05,0.18785,0,0,0,300.03,0,1,0.0159,1,0.0159,0
1.3359,0.0010614,2.9084e+05,0,1.846e-05,0.19922,92.418,0.15523,0,0.00079706,1.1506e+05,0.18785,0,0,0,300.02,0,1,0.01595,1,0.01595,0
1.3359,0.0010417,2.9084e+05,0,1.846e-05,0.19924,92.427,0.15537,0,0.00078262,1.1506e+05,0.18784,0,0,0,300.02,0,1,0.016,1,0.016,0
1.3359,0.0010219,2.9084e+05,0,1.846e-05,0.19926,92.436,0.15552,0,0.00076819,1.1506e+05,0.18784,0,0,0,300.02,0,1,0.01605,1,0.01605,0
1.3359,0.0010022,2.9084e+05,0,1.846e-05,0.19928,92.446,0.15566,0,0.00075375,1.1506e+05,0.18784,0,0,0,300.02,0,1,0.0161,1,0.0161,0
1.3359,0.00098238,2.9084e+05,0,1.846e-05,0.1993,92.455,0.1558,0,0.00073931,1.1506e+05,0.18784,0,0,0,300.02,0,1,0.01615,1,0.01615,0
1.3359,0.00096262,2.9084e+05,0,1.846e-05,0.19932,92.464,0.15594,0,0.00072487,1.1506e+05,0.18783,0,0,0,300.02,0,1,0.0162,1,0.0162,0
1.336,0.00094285,2.9084e+05,0,1.846e-05,0.19934,92.473,0.15609,0,0.00071044,1.1506e+05,0.18783,0,0,0,300.02,0,1,0.01625,1,0.01625,0
1.336,0.00092309,2.9084e+05,0,1.846e-05,0.19936,92.483,0.15623,0,0.000696,1.1506e+05,0.18783,0,0,0,300.02,0,1,0.0163,1,0.0163,0
1.336,0.00090332,2.9084e+05,0,1.846e-05,0.19938,92.492,0.15637,0,0.00068156,1.1506e+05,0.18783,0,0,0,300.02,0,1,0.01635,1,0.01635,0
1.336,0.00088355,2.9084e+05,0,1.846e-05,0.1994,92.501,0.15651,0,0.00066713,1.1506e+05,0.18782,0,0,0,300.02,0,1,0.0164,1,0.0164,0
1.336,0.00086379,2.9084e+05,0,1.846e-05,0.19942,92.511,0.15666,0,0.00065269,1.1506e+05,0.18782,0,0,0,300.02,0,1,0.01645,1,0.01645,0
1.336,0.00084402,2.9085e+05,0,1.846e-05,0.19944,92.52,0.1568,0,0.00063825,1.1506e+05,0.18782,0,0,0,300.02,0,1,0.0165,1,0.0165,0
1.336,0.00082426,2.9085e+05,0,1.846e-05,0.19946,92.529,0.15694,0,0.00062381,1.1506e+05,0.18782,0,0,0,300.02,0,1,0.01655,1,0.01655,0
1.336,0.00080449,2.9085e+05,0,1.846e-05,0.19948,92.539,0.15708,0,0.00060938,1.1506e+05,0.18782,0,0,0,300.02,0,1,0.0166,1,0.0166,0
1.336,0.00078473,2.9085e+05,0,1.846e-05,0.1995,92.548,0.15723,0,0.00059494,1.1506e+05,0.18781,0,0,0,300.02,0,1,0.01665,1,0.01665,0
1.336,0.00076496,2.9085e+05,0,1.846e-05,0.19952,92.557,0.15737,0,0.0005805,1.1506e+05,0.18781,0,0,0,300.02,0,1,0.0167,1,0.0167,0
1.336,0.00074519,2.9085e+05,0,1.846e-05,0.19954,92.567,0.15751,0,0.00056606,1.1506e+05,0.18781,0,0,0,300.01,0,1,0.01675,1,0.01675,0
1.336,0.00072543,2.9085e+05,0,1.846e-05,0.19956,92.576,0.15765,0,0.00055163,1.1506e+05,0.18781,0,0,0,300.01,0,1,0.0168,1,0.0168,0
1.336,0.00070566,2.9085e+05,0,1.846e-05,0.19958,92.585,0.1578,0,0.00053719,1.1506e+05,0.1878,0,0,0,300.01,0,1,0.01685,1,0.01685,0
1.336,0.0006859,2.9085e+05,0,1.846e-05,0.1996,92.594,0.15794,0,0.00052275,1.1506e+05,0.1878,0,0,0,300.01,0,1,0.0169,1,0.0169,0
1.336,0.00066613,2.9085e+05,0,1.846e-05,0.19962,92.604,0.15808,0,0.00050831,1.1506e+05,0.1878,0,0,0,300.01,0,1,0.01695,1,0.01695,0
1.336,0.00064636,2.9085e+05,0,1.846e-05,0.19964,92.613,0.15822,0,0.00049388,1.1506e+05,0.1878,0,0,0,300.01,0,1,0.017,1,0.017,0
1.336,0.0006266,2.9085e+05,0,1.846e-05,0.19966,92.622,0.15837,0,0.00047944,1.1506e+05,0.1878,0,0,0,300.01,0,1,0.01705,1,0.01705,0
1.336,0.00060683,2.9085e+05,0,1.846e-05,0.19968,92.632,0.15851,0,0.000465,1.1506e+05,0.18779,0,0,0,300.01,0,1,0.0171,1,0.0171,0
1.336,0.00058707,2.9085e+05,0,1.846e-05,0.1997,92.641,0.15865,0,0.00045056,1.1506e+05,0.18779,0,0,0,300.01,0,1,0.01715,1,0.01715,0
1.336,0.0005673,2.9085e+05,0,1.846e-05,0.19972,92.65,0.15879,0,0.00043613,1.1506e+05,0.18779,0,0,0,300.01,0,1,0.0172,1,0.0172,0
1.336,0.00054753,2.9085e+05,0,1.846e-05,0.19974,92.66,0.15894,0,0.00042169,1.1506e+05,0.18779,0,0,0,300.01,0,1,0.01725,1,0.01725,0
1.336,0.00052777,2.9086e+05,0,1.846e-05,0.19976,92.669,0.15908,0,0.00040725,1.1506e+05,0.18778,0,0,0,300.01,0,1,0.0173,1,0.0173,0
1.336,0.000508,2.9086e+05,0,1.846e-05,0.19978,92.678,0.15922,0,0.00039282,1.1506e+05,0.18778,0,0,0,300.01,0,1,0.01735,1,0.01735,0
1.336,0.00048824,2.9086e+05,0,1.8459e-05,0.1998,92.687,0.15936,0,0.00037838,1.1506e+05,0.18778,0,0,0,300.01,0,1,0.0174,1,0.0174,0
1.336,0.00046847,2.9086e+05,0,1.8459e-05,0.19982,92.697,0.15951,0,0.00036394,1.1506e+05,0.18778,0,0,0,300.01,0,1,0.01745,1,0.01745,0
1.336,0.0004487,2.9086e+05,0,1.8459e-05,0.19984,92.706,0.15965,0,0.0003495,1.1506e+05,0.18777,0,0,0,300.01,0,1,0.0175,1,0.0175,0
1.336,0.00042894,2.9086e+05,0,1.8459e-05,0.19986,92.715,0.15979,0,0.00033507,1.1506e+05,0.18777,0,0,0,300.01,0,1,0.01755,1,0.01755,0
1.336,0.00040917,2.9086e+05,0,1.8459e-05,0.19988,92.725,0.15993,0,0.00032063,1.1506e+05,0.18777,0,0,0,300,0,1,0.0176,1,0.0176,0
1.336,0.00038941,2.9086e+05,0,1.8459e-05,0.1999,92.734,0.16008,0,0.00030619,1.1506e+05,0.18777,0,0,0,300,0,1,0.01765,1,0.01765,0
1.336,0.00036964,2.9086e+05,0,1.8459e-05,0.19992,92.743,0.16022,0,0.00029175,1.1506e+05,0.18777,0,0,0,300,0,1,0.0177,1,0.0177,0
1.336,0.00034987,2.9086e+05,0,1.8459e-05,0.19994,92.753,0.16036,0,0.00027732,1.1506e+05,0.18776,0,0,0,300,0,1,0.01775,1,0.01775,0
1.336,0.00033011,2.9086e+05,0,1.8459e-05,0.19996,92.762,0.1605,0,0.00026288,1.1506e+05,0.18776,0,0,0,300,0,1,0.0178,1,0.0178,0
1.336,0.00031141,2.9086e+05,0,1.8459e-05,0.19998,92.77,0.16064,0,0.00024927,1.1506e+05,0.18776,0,0,0,300,0,1,0.01785,1,0.01785,0
1.336,0.00030502,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16064,0,0.00024519,1.1506e+05,0.18776,0,0,0,300,0,1,0.0179,1,0.0179,0
1.336,0.00029864,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16065,0,0.00024111,1.1506e+05,0.18776,0,0,0,300,0,1,0.01795,1,0.01795,0
1.336,0.00029225,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16066,0,0.00023704,1.1506e+05,0.18776,0,0,0,300,0,1,0.018,1,0.018,0
1.336,0.00028587,2.9086e+05,0,1.8459e-05,0.19998,92.771,0.16067,0,0.00023296,1.1506e+05,0.18776,0,0,0,300,0,1,0.01805,1,0.01805,0
1.336,0.00027948,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16068,0,0.00022889,1.1506e+05,0.18776,0,0,0,300,0,1,0.0181,1,0.0181,0
1.336,0.0002731,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16068,0,0.00022481,1.1506e+05,0.18777,0,0,0,300,0,1,0.01815,1,0.01815,0
1.336,0.00026672,2.9086e+05,0,1.8459e-05,0.19998,92.772,0.16069,0,0.00022074,1.1506e+05,0.18777,0,0,0,300,0,1,0.0182,1,0.0182,0
1.336,0.00026033,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.1607,0,0.00021666,1.1506e+05,0.18777,0,0,0,300,0,1,0.01825,1,0.01825,0
1.336,0.00025395,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16071,0,0.00021258,1.1506e+05,0.18777,0,0,0,300,0,1,0.0183,1,0.0183,0
1.336,0.00024756,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16072,0,0.00020851,1.1506e+05,0.18777,0,0,0,300,0,1,0.01835,1,0.01835,0
1.336,0.00024118,2.9086e+05,0,1.8459e-05,0.19998,92.773,0.16072,0,0.00020443,1.1506e+05,0.18777,0,0,0,300,0,1,0.0184,1,0.0184,0
1.336,0.00023479,2.9086e+05,0,1.8459e-05,0.19998,92.774,0.16073,0,0.00020036,1.1506e+05,0.18777,0,0,0,300,0,1,0.01845,1,0.01845,0
1.336,0.00022841,2.9086e+05,0,1.8459e-05,0.19999,92.774,0.16074,0,0.00019628,1.1506e+05,0.18777,0,0,0,300,0,1,0.0185,1,0.0185,0
1.336,0.00022203,2.9086e+05,0,1.8459e-05,0.19999,92.774,0.16075,0,0.00019221,1.1506e+05,0.18777,0,0,0,300,0,1,0.01855,1,0.01855,0
1.336,0.00021564,2.9086e+05,0,1.8459e-05,0.19999,92.774,0.16076,0,0.00018813,1.1506e+05,0.18777,0,0,0,300,0,1,0.0186,1,0.0186,0
1.336,0.00020926,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16077,0,0.00018405,1.1506e+05,0.18778,0,0,0,300,0,1,0.01865,1,0.01865,0
1.336,0.00020287,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16077,0,0.00017998,1.1506e+05,0.18778,0,0,0,300,0,1,0.0187,1,0.0187,0
1.336,0.00019649,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16078,0,0.0001759,1.1506e+05,0.18778,0,0,0,300,0,1,0.01875,1,0.01875,0
1.336,0.0001901,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.16079,0,0.00017183,1.1506e+05,0.18778,0,0,0,300,0,1,0.0188,1,0.0188,0
1.336,0.00018372,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.1608,0,0.00016775,1.1506e+05,0.18778,0,0,0,300,0,1,0.01885,1,0.01885,0
1.336,0.00017733,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.16081,0,0.00016368,1.1506e+05,0.18778,0,0,0,300,0,1,0.0189,1,0.0189,0
1.336,0.00017095,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.16081,0,0.0001596,1.1506e+05,0.18778,0,0,0,300,0,1,0.01895,1,0.01895,0
1.336,0.00016457,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16082,0,0.00015552,1.1506e+05,0.18778,0,0,0,300,0,1,0.019,1,0.019,0
1.336,0.00015818,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16083,0,0.00015145,1.1506e+05,0.18778,0,0,0,300,0,1,0.01905,1,0.01905,0
1.336,0.0001518,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16084,0,0.00014737,1.1506e+05,0.18778,0,0,0,300,0,1,0.0191,1,0.0191,0
1.336,0.00014541,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16085,0,0.0001433,1.1506e+05,0.18778,0,0,0,300,0,1,0.01915,1,0.01915,0
1.336,0.00013903,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16086,0,0.00013922,1.1506e+05,0.18779,0,0,0,300,0,1,0.0192,1,0.0192,0
1.336,0.00013264,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16086,0,0.00013515,1.1506e+05,0.18779,0,0,0,300,0,1,0.01925,1,0.01925,0
1.336,0.00012626,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16087,0,0.00013107,1.1506e+05,0.18779,0,0,0,300,0,1,0.0193,1,0.0193,0
1.336,0.00011988,2.9086e+05,0,1.8459e-05,0.19999,92.779,0.16088,0,0.00012699,1.1506e+05,0.18779,0,0,0,300,0,1,0.01935,1,0.01935,0
1.336,0.00011349,2.9086e+05,0,1.8459e-05,0.2,92.779,0.16089,0,0.00012292,1.1506e+05,0.18779,0,0,0,300,0,1,0.0194,1,0.0194,0
1.336,0.00010711,2.9086e+05,0,1.8459e-05,0.2,92.779,0.1609,0,0.00011884,1.1506e+05,0.18779,0,0,0,300,0,1,0.01945,1,0.01945,0
1.336,0.00010072,2.9086e+05,0,1.8459e-05,0.2,92.779,0.1609,0,0.00011477,1.1506e+05,0.18779,0,0,0,300,0,1,0.0195,1,0.0195,0
1.336,9.4338e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16091,0,0.00011069,1.1506e+05,0.18779,0,0,0,300,0,1,0.01955,1,0.01955,0
1.336,8.7953e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16092,0,0.00010662,1.1506e+05,0.18779,0,0,0,300,0,1,0.0196,1,0.0196,0
1.336,8.1569e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16093,0,0.00010254,1.1506e+05,0.18779,0,0,0,300,0,1,0.01965,1,0.01965,0
1.336,7.5184e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16094,0,9.8464e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.0197,1,0.0197,0
1.336,6.88e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16095,0,9.4389e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.01975,1,0.01975,0
1.336,6.2416e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16095,0,9.0313e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.0198,1,0.0198,0
1.336,5.6031e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16096,0,8.6237e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.01985,1,0.01985,0
1.336,4.9647e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16097,0,8.2162e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.0199,1,0.0199,0
1.336,4.3262e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.16098,0,7.8086e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.01995,1,0.01995,0
1.336,3.6878e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.16099,0,7.401e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.02,1,0.02,0
1.336,3.0493e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.16099,0,6.9934e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.02005,1,0.02005,0
1.336,2.4109e-05,2.9086e+05,0,1.8459e-05,0.2,92.783,0.161,0,6.5859e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.0201,1,0.0201,0
1.336,1.7725e-05,2.9086e+05,0,1.8459e-05,0.2,92.783,0.16101,0,6.1783e-05,1.1506e+05,0.1878,0,0,0,300,0,1,0.02015,1,0.02015,0
1.336,1.6066e-05,2.9086e+05,0,1.8459e-05,0.2,92.783,0.16101,0,6.0565e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0202,1,0.0202,0
1.336,1.5836e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.161,0,6.0212e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02025,1,0.02025,0
1.336,1.5606e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.161,0,5.9858e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0203,1,0.0203,0
1.336,1.5376e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.161,0,5.9504e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02035,1,0.02035,0
1.336,1.5146e-05,2.9086e+05,0,1.8459e-05,0.2,92.782,0.16099,0,5.9151e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0204,1,0.0204,0
1.336,1.4916e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16099,0,5.8797e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02045,1,0.02045,0
1.336,1.4686e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16098,0,5.8443e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0205,1,0.0205,0
1.336,1.4456e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16098,0,5.809e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02055,1,0.02055,0
1.336,1.4226e-05,2.9086e+05,0,1.8459e-05,0.2,92.781,0.16098,0,5.7736e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0206,1,0.0206,0
1.336,1.3996e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16097,0,5.7382e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02065,1,0.02065,0
1.336,1.3766e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16097,0,5.7029e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0207,1,0.0207,0
1.336,1.3536e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16096,0,5.6675e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02075,1,0.02075,0
1.336,1.3306e-05,2.9086e+05,0,1.8459e-05,0.2,92.78,0.16096,0,5.6321e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0208,1,0.0208,0
1.336,1.3076e-05,2.9086e+05,0,1.8459e-05,0.2,92.779,0.16095,0,5.5967e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02085,1,0.02085,0
1.336,1.2846e-05,2.9086e+05,0,1.8459e-05,0.2,92.779,0.16095,0,5.5614e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.0209,1,0.0209,0
1.336,1.2616e-05,2.9086e+05,0,1.8459e-05,0.2,92.779,0.16095,0,5.526e-05,1.1506e+05,0.18781,0,0,0,300,0,1,0.02095,1,0.02095,0
1.336,1.2386e-05,2.9086e+05,0,1.8459e-05,0.2,92.779,0.16094,0,5.4906e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.021,1,0.021,0
1.336,1.2156e-05,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16094,0,5.4553e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02105,1,0.02105,0
1.336,1.1926e-05,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16093,0,5.4199e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0211,1,0.0211,0
1.336,1.1696e-05,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16093,0,5.3845e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02115,1,0.02115,0
1.336,1.1466e-05,2.9086e+05,0,1.8459e-05,0.19999,92.778,0.16092,0,5.3492e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0212,1,0.0212,0
1.336,1.1236e-05,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16092,0,5.3138e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02125,1,0.02125,0
1.336,1.1006e-05,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16092,0,5.2784e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0213,1,0.0213,0
1.336,1.0776e-05,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16091,0,5.2431e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02135,1,0.02135,0
1.336,1.0546e-05,2.9086e+05,0,1.8459e-05,0.19999,92.777,0.16091,0,5.2077e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0214,1,0.0214,0
1.336,1.0316e-05,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.1609,0,5.1723e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02145,1,0.02145,0
1.336,1.0086e-05,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.1609,0,5.137e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0215,1,0.0215,0
1.336,9.8559e-06,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.16089,0,5.1016e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02155,1,0.02155,0
1.336,9.6259e-06,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.16089,0,5.0662e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0216,1,0.0216,0
1.336,9.3958e-06,2.9086e+05,0,1.8459e-05,0.19999,92.776,0.16089,0,5.0309e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02165,1,0.02165,0
1.336,9.1658e-06,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16088,0,4.9955e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.0217,1,0.0217,0
1.336,8.9358e-06,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16088,0,4.9601e-05,1.1506e+05,0.18782,0,0,0,300,0,1,0.02175,1,0.02175,0
1.336,8.7058e-06,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16087,0,4.9248e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0218,1,0.0218,0
1.336,8.4758e-06,2.9086e+05,0,1.8459e-05,0.19999,92.775,0.16087,0,4.8894e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02185,1,0.02185,0
1.336,8.2458e-06,2.9086e+05,0,1.8459e-05,0.19999,92.774,0.16087,0,4.854e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.0219,1,0.0219,0
1.336,8.0158e-06,2.9086e+05,0,1.8459e-05,0.19998,92.774,0.16086,0,4.8186e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.02195,1,0.02195,0
1.336,7.7858e-06,2.9086e+05,0,1.8459e-05,0.19998,92.774,0.16086,0,4.7833e-05,1.1506e+05,0.18783,0,0,0,300,0,1,0.022,1,0.022,0
