"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         328,      -6.902484938,      -6.628249598,       -6.94916769,      -6.315197241
          0,           0,         329,      -6.898724842,      -6.624355969,      -6.942736327,       -6.30968437
          0,           0,         330,      -6.906600283,      -6.634988293,      -6.958647844,      -6.321336579
          0,           0,         331,      -6.912674213,       -6.64197519,      -6.965547143,      -6.330062718
          0,           0,         332,       -6.91647662,      -6.646168808,      -6.968278622,      -6.334897927
          0,           0,         333,      -6.918359898,      -6.648145739,      -6.968647292,      -6.336308325
          0,           0,         334,      -6.918533615,       -6.64821192,      -6.967180657,      -6.335006125
          0,           0,         335,      -6.917245946,      -6.646704678,      -6.963929372,      -6.331846799
          0,           0,         336,      -6.914703568,      -6.643920576,      -6.958983326,      -6.327442254
          0,           0,         337,      -6.911039061,      -6.640084989,      -6.952619951,      -6.322051645
          0,           0,         338,      -6.918960891,       -6.65095586,      -6.968377831,      -6.333767559
          0,           0,         339,      -6.925035433,      -6.658067226,      -6.975300259,      -6.342516133
          0,           0,         340,      -6.928825983,      -6.662312595,      -6.978099973,      -6.347365749
          0,           0,         341,      -6.930706975,      -6.664301871,       -6.97855822,       -6.34879382
          0,           0,         342,       -6.93091631,      -6.664392457,      -6.977201795,      -6.347549195
          0,           0,         343,      -6.929653894,      -6.662862651,      -6.974030344,      -6.344421198
          0,           0,         344,      -6.927125009,      -6.660003754,      -6.969167249,      -6.340017597
          0,           0,         345,      -6.923475919,      -6.656073382,      -6.962886414,      -6.334626239
          0,           0,         346,      -6.931370234,      -6.667083576,      -6.978497333,      -6.346318771
          0,           0,         347,      -6.937415097,      -6.674260886,      -6.985386569,      -6.355053808
          0,           0,         348,      -6.941166134,      -6.678494323,      -6.988210207,      -6.359879082
          0,           0,         349,      -6.943006838,      -6.680415373,       -6.98870773,      -6.361276422
          0,           0,         350,      -6.943176289,      -6.680431653,      -6.987202038,       -6.35999651
          0,           0,         351,      -6.941866256,      -6.678786597,      -6.984047402,      -6.356800986
          0,           0,         352,      -6.939348742,      -6.675849346,      -6.979263352,      -6.352399094
          0,           0,         353,      -6.935729232,      -6.671838975,      -6.973077705,      -6.347044138
          0,           0,         354,      -6.943596882,      -6.682988969,      -6.988637284,      -6.358734224
          0,           0,         355,       -6.94964893,      -6.690260395,       -6.99555122,      -6.367518867
          0,           0,         356,      -6.953425841,      -6.694541526,      -6.998411809,      -6.372414409
          0,           0,         357,      -6.955293297,      -6.696455621,      -6.998969558,      -6.373866787
          0,           0,         358,      -6.955490019,      -6.696378439,      -6.997742682,      -6.372615667
          0,           0,         359,      -6.954263319,      -6.694677975,       -6.99476234,      -6.369518333
          0,           0,         360,      -6.951814761,      -6.691674177,      -6.990097269,       -6.36520043
          0,           0,         361,      -6.948256407,      -6.687584768,      -6.984023569,      -6.359915737
          0,           0,         362,      -6.956114986,      -6.698881469,      -6.999437241,       -6.37162462
          0,           0,         363,      -6.962168263,      -6.706242697,      -7.006347108,      -6.380447194
          0,           0,         364,      -6.965956903,      -6.710550743,      -7.009247206,      -6.385386902
          0,           0,         365,      -6.967843822,      -6.712440746,      -7.009871341,       -6.38687769
          0,           0,         366,      -6.968071292,      -6.712305488,      -7.008735799,      -6.385661515
          0,           0,         367,      -6.966885107,      -6.710523421,      -7.005870416,      -6.382598424
          0,           0,         368,      -6.964484033,      -6.707419487,      -7.001346309,      -6.378316366
          0,           0,         369,      -6.960982619,      -6.703220395,      -6.995431348,      -6.373079108
          0,           0,         370,      -6.968824942,      -6.714627412,      -7.010725567,       -6.38479415
          0,           0,         371,      -6.974877737,      -6.722056295,      -7.017653095,      -6.393651295
          0,           0,         372,      -6.978677965,      -6.726369288,      -7.020616443,      -6.398633912
          0,           0,         373,      -6.980584651,      -6.728212236,      -7.021332351,      -6.400160805
          0,           0,         374,      -6.980844192,      -6.727997266,      -7.020314587,       -6.39897531
          0,           0,         375,      -6.979705411,      -6.726121112,      -7.017589241,      -6.395944094
          0,           0,         376,      -6.977366433,      -6.722919433,      -7.013221032,      -6.391703575
          0,           0,         377,      -6.973938612,      -6.718622279,      -7.007473307,      -6.386522325
          0,           0,         378,      -6.981750948,      -6.730090863,      -7.022628299,      -6.398220744
          0,           0,         379,      -6.987798202,      -6.737566606,      -7.029569487,      -6.407099598
          0,           0,         380,      -6.991616251,      -6.741886813,      -7.032597232,      -6.412128199
          0,           0,         381,      -6.993555468,      -6.743696915,      -7.033408658,      -6.413702864
          0,           0,         382,      -6.993863741,      -6.743422535,      -7.032513424,      -6.412563254
          0,           0,         383,      -6.992791017,      -6.741475355,      -7.029933253,       -6.40958256
          0,           0,         384,      -6.990533665,      -6.738200243,      -7.025728745,      -6.405402389
          0,           0,         385,      -6.987199942,      -6.733830503,      -7.020160263,      -6.400295065
          0,           0,         386,      -6.985636607,      -6.732282684,      -7.018162248,      -6.398244188
          0,           0,         387,      -6.985409321,      -6.732448175,      -7.017858889,      -6.398225924
          0,           0,         388,      -6.985960258,      -6.733532319,      -7.018553431,      -6.399162494
          0,           0,         389,      -6.987042439,      -6.735144565,      -7.019858712,       -6.40056906
          0,           0,         390,      -6.988479832,      -6.737032576,      -7.021502711,       -6.40221679
          0,           0,         391,      -6.990158992,      -6.739053756,      -7.023309987,      -6.404024343
          0,           0,         392,      -6.992000933,      -6.741129917,      -7.025184821,      -6.405954473
          0,           0,         393,      -6.993985221,      -6.743319978,      -7.027091396,       -6.40803208
          0,           0,         394,      -6.996107705,      -6.745554233,       -7.02908727,      -6.410256725
          0,           0,         395,      -6.998287357,       -6.74778036,      -7.031154716,       -6.41252447
          0,           0,         396,      -7.000451429,      -6.749944789,      -7.033312761,      -6.414752501
          0,           0,         397,       -7.00262163,      -6.752093812,      -7.035552512,      -6.416977007
          0,           0,         398,      -7.004821938,      -6.754265819,      -7.037861386,      -6.419234062
          0,           0,         399,      -7.007068043,      -6.756479484,      -7.040223171,      -6.421539152
          0,           0,         400,      -7.009363226,       -6.75874093,      -7.042629468,      -6.423896048
          0,           0,         401,      -7.011696686,      -6.761027659,      -7.045077075,       -6.42629071
          0,           0,         402,      -7.014062554,      -6.763332157,      -7.047564594,      -6.428717037
          0,           0,         403,      -7.016457389,      -6.765652778,      -7.050090819,      -6.431172665
          0,           0,         404,      -7.018878012,      -6.767986631,      -7.052654412,      -6.433655138
          0,           0,         405,      -7.021320491,       -6.77033028,      -7.055253444,      -6.436160526
          0,           0,         406,      -7.023787227,      -6.772685569,      -7.057889484,      -6.438691235
          0,           0,         407,       -7.02627835,      -6.775052651,      -7.060559142,      -6.441247812
          0,           0,         408,      -7.028792732,      -6.777429306,      -7.063260376,      -6.443828162
          0,           0,         409,      -7.031329769,      -6.779813722,      -7.065994078,      -6.446430516
          0,           0,         410,      -7.033889306,      -6.782204548,      -7.068760423,      -6.449054444
          0,           0,         411,      -7.036471785,      -6.784602268,      -7.071559504,      -6.451699732
          0,           0,         412,      -7.039077571,      -6.787007458,       -7.07439151,      -6.454366386
          0,           0,         413,      -7.041706627,      -6.789420223,      -7.077256503,      -6.457054484
          0,           0,         414,      -7.044359175,      -6.791843583,      -7.080154813,      -6.459764891
          0,           0,         415,      -7.047034714,      -6.794277585,      -7.083086038,      -6.462498087
          0,           0,         416,      -7.049733412,      -6.796720992,      -7.086044978,      -6.465251631
          0,           0,         417,      -7.052451688,      -6.799168517,      -7.089036203,      -6.468023067
          0,           0,         418,      -7.055192846,      -6.801625609,      -7.092061477,      -6.470818493
          0,           0,         419,      -7.057955343,      -6.804091558,      -7.095114867,      -6.473634414
          0,           0,         420,      -7.060717928,      -6.806531514,      -7.098206404,      -6.476445877
          0,           0,         421,      -7.063461881,      -6.808938309,      -7.101270944,      -6.479236221
          0,           0,         422,      -7.066263437,      -6.811396271,      -7.104347541,       -6.48210127
          0,           0,         423,      -7.069083275,      -6.813865433,      -7.107474841,      -6.484978528
          0,           0,         424,      -7.071924294,      -6.816344471,      -7.110641021,      -6.487867182
          0,           0,         425,      -7.074790691,      -6.818834141,      -7.113839257,      -6.490773476
          0,           0,         426,      -7.077680821,      -6.821332182,      -7.117067227,      -6.493699751
          0,           0,         427,      -7.080590196,      -6.823834924,      -7.120323346,      -6.496644025
          0,           0,         428,      -7.083515215,      -6.826339885,      -7.123605674,      -6.499603967
          0,           0,         429,      -7.086454345,      -6.828846679,      -7.126916491,      -6.502578177
          0,           0,         430,      -7.089408649,      -6.831358147,      -7.130251424,      -6.505567649
          0,           0,         431,      -7.092379984,      -6.833878224,      -7.133610117,       -6.50857673
          0,           0,         432,      -7.095363312,      -6.836394453,      -7.136990858,      -6.511592816
          0,           0,         433,       -7.09828502,      -6.838795979,      -7.140394593,      -6.514507166
          0,           0,         434,      -7.101217214,      -6.841193074,      -7.143838072,      -6.517432742
          0,           0,         435,      -7.104192619,      -6.843635216,      -7.147309527,      -6.520416954
          0,           0,         436,      -7.107218643,      -6.846134558,      -7.150808052,      -6.523457228
          0,           0,         437,      -7.110290879,      -6.848682975,      -7.154323965,       -6.52655228
          0,           0,         438,      -7.113388742,      -6.851249195,      -7.157852841,      -6.529669843
          0,           0,         439,      -7.116504082,       -6.85382446,      -7.161406317,      -6.532802525
          0,           0,         440,      -7.119629946,      -6.856398651,      -7.164984699,      -6.535944292
          0,           0,         441,      -7.122766627,      -6.858970579,      -7.168590371,      -6.539093593
          0,           0,         442,      -7.125920963,      -6.861549973,      -7.172223773,      -6.542258501
          0,           0,         443,      -7.129090574,      -6.864132274,      -7.175887358,      -6.545434744
          0,           0,         444,      -7.132276011,      -6.866718586,      -7.179579733,      -6.548623309
          0,           0,         445,      -7.135479281,      -6.869313085,        -7.1833001,      -6.551827546
          0,           0,         446,      -7.138704231,      -6.871921261,      -7.187047707,      -6.555051483
          0,           0,         447,      -7.141951323,      -6.874545106,      -7.190822173,      -6.558298054
          0,           0,         448,      -7.145220177,      -6.877184474,      -7.194623023,      -6.561566102
          0,           0,         449,      -7.148496589,      -6.879811768,       -7.19844668,      -6.564839423
          0,           0,         450,      -7.151821116,      -6.882493591,      -7.202306046,       -6.56816145
          0,           0,         451,      -7.155157144,       -6.88517462,      -7.206197722,      -6.571489455
          0,           0,         452,      -7.158501798,      -6.887855269,      -7.210111155,      -6.574822147
          0,           0,         453,      -7.161859256,       -6.89053943,      -7.214045603,      -6.578161834
          0,           0,         454,       -7.16523495,      -6.893235448,      -7.218006212,      -6.581520316
          0,           0,         455,      -7.168630738,      -6.895945184,      -7.221992936,      -6.584899121
          0,           0,         456,      -7.172047044,      -6.898669019,      -7.226007033,      -6.588297423
          0,           0,         457,      -7.175483534,      -6.901405256,       -7.23004942,      -6.591713659
          0,           0,         458,       -7.17894083,       -6.90415552,      -7.234120529,      -6.595148495
          0,           0,         459,      -7.182418752,      -6.906921353,      -7.238220738,       -6.59860202
          0,           0,         460,      -7.185905674,      -6.909673821,      -7.242352387,      -6.602060732
          0,           0,         461,      -7.189422578,       -6.91246303,      -7.246505933,        -6.6055502
          0,           0,         462,      -7.192961141,      -6.915274892,      -7.250687155,      -6.609058058
          0,           0,         463,      -7.196514106,      -6.918095119,      -7.254897905,      -6.612575633
          0,           0,         464,      -7.200110647,      -6.920958708,      -7.259144305,      -6.616147638
          0,           0,         465,       -7.20371569,      -6.923826225,      -7.263403679,      -6.619728975
          0,           0,         466,      -7.207337076,        -6.9267002,      -7.267679354,      -6.623321007
          0,           0,         467,      -7.210986668,      -6.929614361,      -7.271971391,      -6.626952335
          0,           0,         468,      -7.214654924,      -6.932525545,      -7.276294481,      -6.630588805
          0,           0,         469,      -7.218324035,      -6.935413804,      -7.280665751,      -6.634210539
          0,           0,         470,      -7.221978993,      -6.938255063,      -7.285068773,      -6.637803056
          0,           0,         471,      -7.225720889,      -6.941204425,      -7.289497269,      -6.641501566
          0,           0,         472,      -7.229537138,      -6.944218623,      -7.293976551,      -6.645279253
          0,           0,         473,      -7.233370885,      -6.947261731,      -7.298448219,      -6.649081858
          0,           0,         474,      -7.237209327,      -6.950309589,      -7.302964774,      -6.652880515
          0,           0,         475,      -7.241061444,      -6.953371181,      -7.307510383,      -6.656686445
          0,           0,         476,      -7.244924931,      -6.956440639,      -7.312091687,      -6.660494988
          0,           0,         477,       -7.24880252,      -6.959520381,      -7.316703895,      -6.664313935
          0,           0,         478,      -7.252698675,       -6.96261748,      -7.321345701,       -6.66814971
          0,           0,         479,      -7.256615721,      -6.965735424,      -7.326014854,      -6.672005407
          0,           0,         480,      -7.260574552,      -6.968896599,      -7.330716826,      -6.675909001
          0,           0,         481,      -7.264625435,      -6.972158012,      -7.335462429,      -6.679926269
          0,           0,         482,      -7.268647233,      -6.975389723,      -7.340211839,      -6.683889149
          0,           0,         483,      -7.272673707,       -6.97862033,      -7.344955149,      -6.687844068
          0,           0,         484,      -7.276717338,      -6.981870658,      -7.349703902,      -6.691810208
          0,           0,         485,      -7.280772253,      -6.985138599,      -7.354495642,      -6.695786673
          0,           0,         486,       -7.28484274,      -6.988425066,      -7.359328084,      -6.699776934
          0,           0,         487,      -7.288942886,      -6.991746396,      -7.364193086,       -6.70379988
          0,           0,         488,      -7.293074054,      -6.995102456,      -7.369089295,       -6.70785555
          0,           0,         489,      -7.297232895,      -6.998488494,      -7.374017821,      -6.711938274
          0,           0,         490,      -7.301422353,      -7.001906598,      -7.378971545,      -6.716049111
          0,           0,         491,      -7.305636128,      -7.005348189,       -7.38394666,       -6.72018087
          0,           0,         492,      -7.309873385,      -7.008814824,      -7.388944723,      -6.724332535
          0,           0,         493,      -7.314134477,      -7.012307625,      -7.393966181,        -6.7285045
          0,           0,         494,      -7.318425113,      -7.015835691,      -7.399018467,      -6.732710786
          0,           0,         495,      -7.322783118,      -7.019429575,       -7.40410452,      -6.737033636
          0,           0,         496,      -7.327213951,      -7.023080774,      -7.409440156,      -6.741396346
          0,           0,         497,      -7.331636028,      -7.026726946,      -7.414753378,      -6.745722442
          0,           0,         498,      -7.336066909,      -7.030384911,      -7.420009813,      -6.750049753
          0,           0,         499,      -7.340518311,      -7.034077113,      -7.425238843,        -6.7543919
          0,           0,         500,      -7.344992376,      -7.037800067,      -7.430449303,      -6.758756192
          0,           0,         501,      -7.349473358,      -7.041536705,      -7.435646746,      -6.763123682
          0,           0,         502,      -7.353956367,      -7.045282626,      -7.440854445,      -6.767488107
          0,           0,         503,      -7.358448733,      -7.049044743,      -7.446081903,      -6.771859016
          0,           0,         504,      -7.362957191,      -7.052829482,      -7.451332272,      -6.776243703
          0,           0,         505,      -7.367487926,      -7.056642591,      -7.456606923,       -6.78064827
          0,           0,         506,      -7.372045854,      -7.060488583,       -7.46190619,      -6.785077139
          0,           0,         507,       -7.37663448,      -7.064370828,      -7.467229782,      -6.789533453
          0,           0,         508,      -7.381255918,      -7.068291885,      -7.472577439,        -6.7940192
          0,           0,         509,      -7.385909418,       -7.07225346,      -7.477949932,      -6.798532689
          0,           0,         510,      -7.390596434,       -7.07625425,      -7.483347179,      -6.803076207
          0,           0,         511,      -7.395317785,      -7.080295449,      -7.488767573,      -6.807651166
          0,           0,         512,      -7.400074419,      -7.084378462,      -7.494210258,      -6.812257954
          0,           0,         513,      -7.404864637,      -7.088502254,      -7.499672148,      -6.816894821
          0,           0,         514,       -7.40968769,      -7.092666995,      -7.505157254,       -6.82156039
          0,           0,         515,      -7.414545221,      -7.096875388,      -7.510669533,      -6.826258682
          0,           0,         516,      -7.419439036,       -7.10112813,       -7.51620215,      -6.830989749
          0,           0,         517,      -7.424365066,      -7.105420436,      -7.521756319,      -6.835748962
          0,           0,         518,      -7.429321016,      -7.109750316,      -7.527331558,      -6.840533852
          0,           0,         519,      -7.434306544,      -7.114117389,      -7.532927204,      -6.845343675
          0,           0,         520,      -7.439322639,      -7.118522911,      -7.538542865,      -6.850179252
          0,           0,         521,      -7.444370998,      -7.122972197,      -7.544183372,      -6.855043908
          0,           0,         522,      -7.449453268,      -7.127464182,      -7.549841814,      -6.859937041
          0,           0,         523,      -7.454560714,      -7.131989043,      -7.555514493,      -6.864850625
          0,           0,         524,      -7.459690502,      -7.136544277,      -7.561203431,      -6.869782116
          0,           0,         525,      -7.464850739,      -7.141138093,      -7.566912306,      -6.874739268
          0,           0,         526,      -7.470046432,      -7.145775919,      -7.572642154,      -6.879727213
          0,           0,         527,      -7.475279782,      -7.150460357,      -7.578392632,      -6.884748618
          0,           0,         528,      -7.480550507,      -7.155191274,      -7.584163011,      -6.889803129
          0,           0,         529,      -7.485857191,      -7.159967244,       -7.58995263,      -6.894889004
          0,           0,         530,      -7.491198332,      -7.164786725,      -7.595760878,      -6.900004415
          0,           0,         531,      -7.496572903,      -7.169648639,      -7.601587468,      -6.905147762
          0,           0,         532,      -7.501980509,      -7.174552711,      -7.607432356,      -6.910318716
          0,           0,         533,      -7.507421243,      -7.179499182,      -7.613293959,      -6.915517852
          0,           0,         534,      -7.512894921,       -7.18448794,      -7.619172117,      -6.920744809
          0,           0,         535,      -7.518401073,      -7.189518823,      -7.625068691,      -6.925998966
          0,           0,         536,      -7.523939884,      -7.194592231,      -7.630983616,      -6.931280601
          0,           0,         537,       -7.52951176,      -7.199708692,      -7.636916529,      -6.936590448
          0,           0,         538,      -7.535117059,      -7.204868671,      -7.642867054,      -6.941929282
          0,           0,         539,      -7.540731996,      -7.210048098,       -7.64883251,      -6.947266035
          0,           0,         540,      -7.546338501,      -7.215229388,      -7.654817013,      -6.952576894
          0,           0,         541,      -7.551996955,      -7.220472526,      -7.660831691,      -6.957939578
          0,           0,         542,      -7.557717851,      -7.225786192,      -7.666870235,      -6.963367104
          0,           0,         543,      -7.563467774,      -7.231132901,      -7.672919637,      -6.968814403
          0,           0,         544,       -7.56925356,      -7.236531142,      -7.678980321,      -6.974298256
          0,           0,         545,      -7.575091113,      -7.241995324,       -7.68505235,      -6.979836588
          0,           0,         546,      -7.580967742,      -7.247510017,      -7.691135299,      -6.985408614
          0,           0,         547,      -7.586877153,      -7.253068718,      -7.697230858,      -6.991006515
          0,           0,         548,      -7.592816962,       -7.25866928,      -7.703340318,      -6.996628377
          0,           0,         549,      -7.598786545,      -7.264311466,      -7.709464923,      -7.002274347
          0,           0,         550,       -7.60478307,      -7.269992462,       -7.71560527,      -7.007939963
          0,           0,         551,       -7.61082005,      -7.275727753,       -7.72175928,      -7.013644045
          0,           0,         552,      -7.616890867,      -7.281507114,      -7.727928919,      -7.019376229
          0,           0,         553,      -7.622994922,      -7.287330812,      -7.734113115,      -7.025137244
          0,           0,         554,      -7.629131368,      -7.293198877,      -7.740311368,      -7.030926052
          0,           0,         555,       -7.63533016,      -7.299123502,      -7.746527309,      -7.036778861
          0,           0,         556,      -7.641535534,      -7.305066176,      -7.752763728,      -7.042624547
          0,           0,         557,      -7.647771116,        -7.3110522,      -7.759015907,      -7.048494006
          0,           0,         558,      -7.654046747,      -7.317090959,      -7.765278867,       -7.05440062
          0,           0,         559,      -7.660357255,      -7.323178199,      -7.771551762,       -7.06033973
          0,           0,         560,      -7.666697192,      -7.329308262,      -7.777835257,      -7.066304419
          0,           0,         561,      -7.673061329,      -7.335475326,      -7.784128766,      -7.072287793
          0,           0,         562,       -7.67944557,      -7.341675015,      -7.790431048,       -7.07828457
          0,           0,         563,      -7.685849248,      -7.347907194,      -7.796742937,      -7.084294824
          0,           0,         564,      -7.692273792,      -7.354173966,      -7.803065142,      -7.090321051
          0,           0,         565,       -7.69864018,       -7.36039243,      -7.809391782,      -7.096256608
          0,           0,         566,       -7.70504844,      -7.366667443,      -7.815744511,      -7.102237386
          0,           0,         567,      -7.711520262,      -7.373022309,      -7.822107728,      -7.108290763
          0,           0,         568,      -7.718039554,      -7.379440897,      -7.828480192,      -7.114395166
          0,           0,         569,      -7.724597375,      -7.385914063,      -7.834862126,      -7.120538905
          0,           0,         570,      -7.731188208,      -7.392435992,      -7.841253234,       -7.12671479
          0,           0,         571,      -7.737807926,      -7.399002385,      -7.847653737,      -7.132917777
          0,           0,         572,      -7.744454157,      -7.405611002,      -7.854064192,      -7.139146003
          0,           0,         573,      -7.751125121,      -7.412260236,      -7.860484356,      -7.145396794
          0,           0,         574,      -7.757819875,      -7.418951072,      -7.866914683,      -7.151669589
          0,           0,         575,      -7.764539156,      -7.425680503,       -7.87335619,      -7.157964797
          0,           0,         576,      -7.771286121,      -7.432455863,      -7.879808053,      -7.164287212
          0,           0,         577,      -7.778059847,      -7.439275747,      -7.886270129,      -7.170636577
          0,           0,         578,      -7.784860254,      -7.446140514,      -7.892742591,      -7.177013284
          0,           0,         579,      -7.791686764,      -7.453049915,      -7.899225522,      -7.183417057
          0,           0,         580,      -7.798529225,      -7.459997723,      -7.905725326,      -7.189837304
          0,           0,         581,      -7.805375423,      -7.466975974,      -7.912243893,      -7.196261306
          0,           0,         582,      -7.812253443,      -7.474004443,      -7.918759617,      -7.202722738
          0,           0,         583,      -7.819163877,      -7.481083005,      -7.925272254,      -7.209221712
          0,           0,         584,      -7.826101357,      -7.488208748,       -7.93178685,      -7.215751214
          0,           0,         585,      -7.833059123,      -7.495373579,      -7.938308084,      -7.222303659
          0,           0,         586,      -7.840034212,       -7.50257546,      -7.944837669,      -7.228876186
          0,           0,         587,      -7.847024904,      -7.509813292,      -7.951375925,      -7.235467712
          0,           0,         588,       -7.85402997,      -7.517086213,      -7.957922613,      -7.242077792
          0,           0,         589,      -7.861048427,      -7.524393423,      -7.964477224,      -7.248706159
          0,           0,         590,       -7.86807947,      -7.531734201,       -7.97103908,      -7.255352626
          0,           0,         591,      -7.875122418,       -7.53910793,      -7.977607439,      -7.262017066
          0,           0,         592,      -7.882176597,      -7.546514022,      -7.984181665,      -7.268699343
          0,           0,         593,      -7.889241229,      -7.553951827,      -7.990761338,      -7.275399227
          0,           0,         594,      -7.896315399,       -7.56142058,      -7.997346254,       -7.28211632
          0,           0,         595,      -7.903398093,      -7.568919417,      -8.003936345,      -7.288850099
          0,           0,         596,      -7.910488256,       -7.57644741,      -8.010531591,      -7.295599985
          0,           0,         597,      -7.917584845,      -7.584003572,      -8.017131918,      -7.302365269
          0,           0,         598,      -7.924686916,      -7.591587039,      -8.023737185,      -7.309145456
          0,           0,         599,      -7.931793633,      -7.599197128,      -8.030347238,      -7.315940342
          0,           0,         600,      -7.938904143,         -7.606833,      -8.036961828,      -7.322749483
          0,           0,         601,      -7.946017573,       -7.61449385,      -8.043580754,      -7.329572475
          0,           0,         602,      -7.953133074,       -7.62217893,      -8.050203872,      -7.336408984
          0,           0,         603,      -7.960249826,      -7.629887548,      -8.056831101,      -7.343258728
          0,           0,         604,      -7.967367034,      -7.637619058,      -8.063462387,      -7.350121431
          0,           0,         605,      -7.974483882,      -7.645372781,      -8.070097774,      -7.356996914
          0,           0,         606,      -7.981599762,      -7.653148213,      -8.076737239,       -7.36388503
          0,           0,         607,      -7.988713877,      -7.660944704,       -8.08338071,      -7.370785499
          0,           0,         608,      -7.995825435,      -7.668761665,      -8.090028091,      -7.377698187
          0,           0,         609,      -8.002933718,      -7.676598473,      -8.096679385,      -7.384622882
