"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Residual_Density","Residual_Energy","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8238,6.5052,1.368,2.7358,0.82074,0,1.7074,0.49655,-2.5303e-14,-7.3708e-14,-7.6763e-15,-2.1052e-14,0,1.3107,1,0.268,0.268,0.2,0
1.8237,6.5047,1.368,2.7356,0.82074,0,1.7073,0.49649,-3.0077e-14,-8.7996e-14,-9.4641e-15,-2.5225e-14,0,1.3107,1,0.27,0.27,0.2,0
1.8235,6.5039,1.368,2.7354,0.82061,0,1.707,0.49637,-3.6024e-14,-1.0562e-13,-1.0585e-14,-3.1127e-14,0,1.3106,1,0.272,0.272,0.2,0
1.8233,6.5031,1.3681,2.7351,0.82049,0,1.7068,0.49626,-4.1971e-14,-1.2325e-13,-1.1707e-14,-3.7029e-14,0,1.3106,1,0.274,0.274,0.2,0
1.8231,6.5023,1.3681,2.7349,0.82036,0,1.7066,0.49614,-4.7918e-14,-1.4088e-13,-1.2828e-14,-4.2931e-14,0,1.3105,1,0.276,0.276,0.2,0
1.8229,6.5016,1.3681,2.7346,0.82023,0,1.7063,0.49602,-5.3865e-14,-1.585e-13,-1.3949e-14,-4.8833e-14,0,1.3105,1,0.278,0.278,0.2,0
1.8228,6.501,1.3681,2.7344,0.82019,0,1.7062,0.49595,-6.1901e-14,-1.8498e-13,-1.8283e-14,-5.6345e-14,0,1.3105,1,0.28,0.28,0.2,0
1.8227,6.5005,1.3681,2.7342,0.82018,0,1.7061,0.49591,-7.0566e-14,-2.1413e-13,-2.3583e-14,-6.4341e-14,0,1.3105,1,0.282,0.282,0.2,0
1.8226,6.5,1.3681,2.7339,0.82017,0,1.706,0.49586,-7.923e-14,-2.4327e-13,-2.8883e-14,-7.2336e-14,0,1.3105,1,0.284,0.284,0.2,0
1.8225,6.4996,1.368,2.7337,0.82016,0,1.7059,0.49581,-8.7894e-14,-2.7241e-13,-3.4183e-14,-8.0332e-14,0,1.3105,1,0.286,0.286,0.2,0
1.8224,6.4991,1.368,2.7335,0.82015,0,1.7058,0.49576,-9.4243e-14,-2.9226e-13,-3.7523e-14,-8.5062e-14,0,1.3105,1,0.288,0.288,0.2,0
1.8222,6.4988,1.3681,2.7334,0.82015,0,1.7057,0.49569,-9.4469e-14,-2.8751e-13,-3.5673e-14,-8.1152e-14,0,1.3104,1,0.29,0.29,0.2,0
1.8221,6.4984,1.3681,2.7333,0.82015,0,1.7055,0.49562,-9.4694e-14,-2.8277e-13,-3.3823e-14,-7.7242e-14,0,1.3104,1,0.292,0.292,0.2,0
1.822,6.4979,1.3681,2.7331,0.82011,0,1.7054,0.49556,-9.7178e-14,-2.8484e-13,-3.2517e-14,-7.5458e-14,0,1.3104,1,0.294,0.294,0.2,0
1.8218,6.4971,1.368,2.7326,0.82,0,1.7053,0.49549,-1.0389e-13,-2.9968e-13,-3.2227e-14,-7.7654e-14,0,1.3104,1,0.296,0.296,0.2,0
1.8216,6.4963,1.368,2.7323,0.81989,0,1.7051,0.49541,-1.171e-13,-3.357e-13,-3.5375e-14,-8.6485e-14,0,1.3104,1,0.298,0.298,0.2,0
1.8215,6.4956,1.368,2.732,0.81977,0,1.7049,0.49531,-1.4065e-13,-4.0538e-13,-4.3987e-14,-1.0586e-13,0,1.3104,1,0.3,0.3,0.2,0
1.8213,6.495,1.368,2.7318,0.81966,0,1.7047,0.49522,-1.651e-13,-4.8e-13,-5.4236e-14,-1.2671e-13,0,1.3104,1,0.302,0.302,0.2,0
1.8212,6.4945,1.368,2.7316,0.81956,0,1.7046,0.49515,-1.9195e-13,-5.6767e-13,-6.8803e-14,-1.5145e-13,0,1.3104,1,0.304,0.304,0.2,0
1.8211,6.494,1.368,2.7314,0.81946,0,1.7045,0.49509,-2.1879e-13,-6.5534e-13,-8.337e-14,-1.762e-13,0,1.3103,1,0.306,0.306,0.2,0
1.821,6.4934,1.368,2.7312,0.81936,0,1.7043,0.49502,-2.4564e-13,-7.4301e-13,-9.7937e-14,-2.0094e-13,0,1.3103,1,0.308,0.308,0.2,0
1.8208,6.4929,1.368,2.7311,0.81926,0,1.7042,0.49496,-2.7248e-13,-8.3067e-13,-1.125e-13,-2.2568e-13,0,1.3103,1,0.31,0.31,0.2,0
1.8207,6.4924,1.368,2.7309,0.81916,0,1.7041,0.49489,-2.994e-13,-9.1714e-13,-1.2632e-13,-2.4985e-13,0,1.3103,1,0.312,0.312,0.2,0
1.8206,6.492,1.3679,2.7307,0.81909,0,1.704,0.49484,-3.2658e-13,-9.9921e-13,-1.3737e-13,-2.7193e-13,0,1.3103,1,0.314,0.314,0.2,0
1.8205,6.4915,1.3679,2.7305,0.81902,0,1.7039,0.4948,-3.5376e-13,-1.0813e-12,-1.4843e-13,-2.94e-13,0,1.3103,1,0.316,0.316,0.2,0
1.8204,6.491,1.3679,2.7302,0.81895,0,1.7038,0.49475,-3.8094e-13,-1.1634e-12,-1.5948e-13,-3.1608e-13,0,1.3103,1,0.318,0.318,0.2,0
1.8203,6.4906,1.3679,2.73,0.81888,0,1.7037,0.4947,-4.012e-13,-1.228e-12,-1.6975e-13,-3.3294e-13,0,1.3103,1,0.32,0.32,0.2,0
1.8203,6.4902,1.3678,2.7299,0.8188,0,1.7036,0.49466,-4.1753e-13,-1.2826e-12,-1.7958e-13,-3.4683e-13,0,1.3103,1,0.322,0.322,0.2,0
1.8202,6.4898,1.3678,2.7297,0.81872,0,1.7035,0.49461,-4.3386e-13,-1.3372e-12,-1.8941e-13,-3.6072e-13,0,1.3103,1,0.324,0.324,0.2,0
1.8202,6.4897,1.3677,2.7295,0.81874,0,1.7036,0.49464,-4.7601e-13,-1.4584e-12,-2.0389e-13,-3.9155e-13,0,1.3103,1,0.326,0.326,0.2,0
1.8202,6.4896,1.3676,2.7294,0.81877,0,1.7036,0.49467,-5.1996e-13,-1.5842e-12,-2.187e-13,-4.2357e-13,0,1.3103,1,0.328,0.328,0.2,0
1.8202,6.4895,1.3675,2.7293,0.8188,0,1.7037,0.49471,-5.6392e-13,-1.71e-12,-2.3351e-13,-4.5558e-13,0,1.3104,1,0.33,0.33,0.2,0
1.8203,6.4895,1.3674,2.7291,0.81883,0,1.7038,0.49474,-6.0787e-13,-1.8358e-12,-2.4832e-13,-4.876e-13,0,1.3104,1,0.332,0.332,0.2,0
1.8203,6.4894,1.3673,2.729,0.81886,0,1.7038,0.49478,-6.5183e-13,-1.9616e-12,-2.6313e-13,-5.1962e-13,0,1.3104,1,0.334,0.334,0.2,0
1.8204,6.4895,1.3672,2.7289,0.81892,0,1.704,0.49484,-7.0623e-13,-2.1208e-12,-2.8245e-13,-5.6159e-13,0,1.3105,1,0.336,0.336,0.2,0
1.8205,6.4898,1.367,2.7288,0.81902,0,1.7042,0.49496,-7.812e-13,-2.3445e-12,-3.0999e-13,-6.2308e-13,0,1.3106,1,0.338,0.338,0.2,0
1.8207,6.4901,1.3668,2.7287,0.81911,0,1.7044,0.49507,-8.5617e-13,-2.5682e-12,-3.3753e-13,-6.8457e-13,0,1.3106,1,0.34,0.34,0.2,0
1.8208,6.4904,1.3667,2.7286,0.81921,0,1.7047,0.49519,-9.3114e-13,-2.7919e-12,-3.6507e-13,-7.4606e-13,0,1.3107,1,0.342,0.342,0.2,0
1.8209,6.4907,1.3665,2.7285,0.8193,0,1.7049,0.4953,-1.0061e-12,-3.0156e-12,-3.9261e-13,-8.0754e-13,0,1.3108,1,0.344,0.344,0.2,0
1.8211,6.491,1.3663,2.7284,0.8194,0,1.7051,0.49542,-1.0811e-12,-3.2393e-12,-4.2015e-13,-8.6903e-13,0,1.3109,1,0.346,0.346,0.2,0
1.8212,6.4913,1.3661,2.7283,0.8195,0,1.7053,0.49553,-1.158e-12,-3.4692e-12,-4.489e-13,-9.311e-13,0,1.3109,1,0.348,0.348,0.2,0
1.8213,6.4916,1.366,2.7282,0.81959,0,1.7055,0.49563,-1.2402e-12,-3.7157e-12,-4.8096e-13,-9.9475e-13,0,1.311,1,0.35,0.35,0.2,0
1.8215,6.4918,1.3658,2.7281,0.81968,0,1.7057,0.49573,-1.3224e-12,-3.9621e-12,-5.1301e-13,-1.0584e-12,0,1.3111,1,0.352,0.352,0.2,0
1.8216,6.492,1.3657,2.728,0.81978,0,1.7059,0.49583,-1.4027e-12,-4.2044e-12,-5.4541e-13,-1.1206e-12,0,1.3111,1,0.354,0.354,0.2,0
1.8217,6.4924,1.3655,2.7279,0.81985,0,1.7062,0.49596,-1.4595e-12,-4.3969e-12,-5.8202e-13,-1.1651e-12,0,1.3112,1,0.356,0.356,0.2,0
1.8219,6.4928,1.3653,2.7278,0.81993,0,1.7065,0.49609,-1.5164e-12,-4.5893e-12,-6.1863e-13,-1.2096e-12,0,1.3113,1,0.358,0.358,0.2,0
1.822,6.4931,1.3651,2.7277,0.81998,0,1.7067,0.4962,-1.6127e-12,-4.8859e-12,-6.6157e-13,-1.2835e-12,0,1.3114,1,0.36,0.36,0.2,0
1.8221,6.4932,1.365,2.7276,0.81999,0,1.7069,0.49628,-1.7618e-12,-5.3218e-12,-7.1301e-13,-1.3967e-12,0,1.3114,1,0.362,0.362,0.2,0
1.8222,6.4933,1.3648,2.7275,0.82001,0,1.707,0.49636,-1.911e-12,-5.7577e-12,-7.6445e-13,-1.51e-12,0,1.3115,1,0.364,0.364,0.2,0
1.8223,6.4935,1.3647,2.7274,0.82003,0,1.7072,0.49645,-2.0601e-12,-6.1936e-12,-8.1589e-13,-1.6233e-12,0,1.3115,1,0.366,0.366,0.2,0
1.8224,6.4936,1.3645,2.7273,0.82004,0,1.7073,0.49653,-2.2092e-12,-6.6296e-12,-8.6733e-13,-1.7366e-12,0,1.3116,1,0.368,0.368,0.2,0
1.8225,6.4938,1.3644,2.7272,0.82006,0,1.7075,0.4966,-2.3522e-12,-7.0545e-12,-9.2105e-13,-1.8455e-12,0,1.3117,1,0.37,0.37,0.2,0
1.8225,6.4938,1.3643,2.7271,0.82003,0,1.7076,0.49665,-2.5049e-12,-7.5085e-12,-9.7909e-13,-1.9602e-12,0,1.3117,1,0.372,0.372,0.2,0
1.8226,6.4939,1.3642,2.727,0.81998,0,1.7077,0.49671,-2.6761e-12,-8.0193e-12,-1.044e-12,-2.0954e-12,0,1.3118,1,0.374,0.374,0.2,0
1.8226,6.494,1.3641,2.727,0.81993,0,1.7078,0.49677,-2.8474e-12,-8.5301e-12,-1.1089e-12,-2.2305e-12,0,1.3118,1,0.376,0.376,0.2,0
1.8226,6.4941,1.364,2.7269,0.81988,0,1.7079,0.49683,-3.0186e-12,-9.0408e-12,-1.1738e-12,-2.3657e-12,0,1.3119,1,0.378,0.378,0.2,0
1.8227,6.4942,1.3639,2.7268,0.81983,0,1.7081,0.49689,-3.1899e-12,-9.5516e-12,-1.2387e-12,-2.5009e-12,0,1.312,1,0.38,0.38,0.2,0
1.8227,6.4943,1.3638,2.7267,0.81978,0,1.7082,0.49695,-3.3611e-12,-1.0062e-11,-1.3035e-12,-2.6361e-12,0,1.312,1,0.382,0.382,0.2,0
1.8228,6.4943,1.3637,2.7266,0.8197,0,1.7083,0.49699,-3.5705e-12,-1.0682e-11,-1.382e-12,-2.7907e-12,0,1.3121,1,0.384,0.384,0.2,0
1.8228,6.4942,1.3636,2.7265,0.81962,0,1.7083,0.49702,-3.802e-12,-1.1365e-11,-1.4683e-12,-2.9567e-12,0,1.3121,1,0.386,0.386,0.2,0
1.8228,6.4942,1.3635,2.7264,0.81953,0,1.7084,0.49705,-4.0335e-12,-1.2048e-11,-1.5546e-12,-3.1226e-12,0,1.3122,1,0.388,0.388,0.2,0
1.8228,6.4941,1.3634,2.7263,0.81944,0,1.7085,0.49708,-4.2649e-12,-1.273e-11,-1.641e-12,-3.2885e-12,0,1.3122,1,0.39,0.39,0.2,0
1.8228,6.4941,1.3633,2.7262,0.81936,0,1.7085,0.49712,-4.4875e-12,-1.3391e-11,-1.7265e-12,-3.4477e-12,0,1.3122,1,0.392,0.392,0.2,0
1.8228,6.4941,1.3632,2.7261,0.81927,0,1.7086,0.49717,-4.7051e-12,-1.4039e-11,-1.8117e-12,-3.603e-12,0,1.3123,1,0.394,0.394,0.2,0
1.8228,6.4941,1.3631,2.7259,0.81917,0,1.7087,0.4972,-4.9908e-12,-1.4891e-11,-1.9226e-12,-3.814e-12,0,1.3123,1,0.396,0.396,0.2,0
1.8228,6.494,1.363,2.7258,0.81905,0,1.7087,0.49723,-5.3341e-12,-1.5916e-11,-2.0552e-12,-4.072e-12,0,1.3124,1,0.398,0.398,0.2,0
1.8228,6.4939,1.3629,2.7257,0.81894,0,1.7088,0.49726,-5.6774e-12,-1.6942e-11,-2.1879e-12,-4.33e-12,0,1.3124,1,0.4,0.4,0.2,0
1.8228,6.4938,1.3628,2.7256,0.81882,0,1.7089,0.49728,-6.0207e-12,-1.7967e-11,-2.3205e-12,-4.5879e-12,0,1.3125,1,0.402,0.402,0.2,0
1.8228,6.4938,1.3628,2.7255,0.81872,0,1.7089,0.49731,-6.3558e-12,-1.8958e-11,-2.444e-12,-4.84e-12,0,1.3125,1,0.404,0.404,0.2,0
1.8228,6.4938,1.3627,2.7255,0.81862,0,1.709,0.49733,-6.6889e-12,-1.9941e-11,-2.5651e-12,-5.0904e-12,0,1.3126,1,0.406,0.406,0.2,0
1.8228,6.4937,1.3626,2.7254,0.81851,0,1.709,0.49735,-7.0279e-12,-2.0936e-11,-2.686e-12,-5.3399e-12,0,1.3126,1,0.408,0.408,0.2,0
1.8227,6.4936,1.3626,2.7253,0.81838,0,1.709,0.49735,-7.383e-12,-2.1967e-11,-2.8077e-12,-5.5922e-12,0,1.3126,1,0.41,0.41,0.2,0
1.8227,6.4935,1.3626,2.7252,0.81826,0,1.709,0.49735,-7.7797e-12,-2.3109e-11,-2.9371e-12,-5.8777e-12,0,1.3127,1,0.412,0.412,0.2,0
1.8227,6.4934,1.3625,2.7251,0.81814,0,1.709,0.49735,-8.1763e-12,-2.4251e-11,-3.0664e-12,-6.1632e-12,0,1.3127,1,0.414,0.414,0.2,0
1.8226,6.4932,1.3625,2.7251,0.81802,0,1.709,0.49735,-8.573e-12,-2.5392e-11,-3.1958e-12,-6.4486e-12,0,1.3127,1,0.416,0.416,0.2,0
1.8226,6.4931,1.3624,2.725,0.8179,0,1.709,0.49736,-8.9697e-12,-2.6534e-11,-3.3252e-12,-6.7341e-12,0,1.3128,1,0.418,0.418,0.2,0
1.8225,6.493,1.3624,2.7249,0.81777,0,1.709,0.49735,-9.3721e-12,-2.7678e-11,-3.4507e-12,-7.0073e-12,0,1.3128,1,0.42,0.42,0.2,0
1.8224,6.4928,1.3624,2.7248,0.81761,0,1.709,0.49733,-9.7846e-12,-2.8824e-11,-3.5694e-12,-7.2592e-12,0,1.3128,1,0.422,0.422,0.2,0
1.8224,6.4925,1.3624,2.7247,0.81745,0,1.7089,0.49732,-1.0197e-11,-2.9971e-11,-3.6881e-12,-7.5112e-12,0,1.3128,1,0.424,0.424,0.2,0
1.8223,6.4923,1.3623,2.7246,0.8173,0,1.7089,0.4973,-1.0689e-11,-3.1354e-11,-3.8328e-12,-7.8382e-12,0,1.3129,1,0.426,0.426,0.2,0
1.8222,6.492,1.3623,2.7245,0.81716,0,1.7088,0.49727,-1.1392e-11,-3.3364e-11,-4.0461e-12,-8.3634e-12,0,1.3129,1,0.428,0.428,0.2,0
1.8221,6.4917,1.3623,2.7243,0.81702,0,1.7088,0.49723,-1.2095e-11,-3.5373e-11,-4.2593e-12,-8.8886e-12,0,1.3129,1,0.43,0.43,0.2,0
1.822,6.4915,1.3623,2.7243,0.81688,0,1.7087,0.4972,-1.2454e-11,-3.6444e-11,-4.4004e-12,-9.1513e-12,0,1.3129,1,0.432,0.432,0.2,0
1.822,6.4913,1.3623,2.7242,0.81673,0,1.7086,0.49717,-1.2601e-11,-3.6933e-11,-4.4969e-12,-9.2516e-12,0,1.3129,1,0.434,0.434,0.2,0
1.8219,6.4911,1.3623,2.7242,0.81659,0,1.7086,0.49714,-1.2748e-11,-3.7423e-11,-4.5934e-12,-9.3519e-12,0,1.3129,1,0.436,0.436,0.2,0
1.8218,6.491,1.3623,2.7242,0.81645,0,1.7085,0.49711,-1.2894e-11,-3.7912e-11,-4.6899e-12,-9.4522e-12,0,1.3129,1,0.438,0.438,0.2,0
1.8217,6.4906,1.3623,2.724,0.81629,0,1.7084,0.49707,-1.3041e-11,-3.8235e-11,-4.6867e-12,-9.5044e-12,0,1.313,1,0.44,0.44,0.2,0
1.8216,6.4902,1.3623,2.7238,0.81612,0,1.7083,0.49703,-1.3188e-11,-3.8546e-11,-4.6765e-12,-9.5532e-12,0,1.313,1,0.442,0.442,0.2,0
1.8215,6.4898,1.3623,2.7237,0.81596,0,1.7083,0.49699,-1.3335e-11,-3.8858e-11,-4.6663e-12,-9.6021e-12,0,1.313,1,0.444,0.444,0.2,0
1.8214,6.4895,1.3623,2.7236,0.81582,0,1.7082,0.49695,-1.3118e-11,-3.8032e-11,-4.4839e-12,-9.3763e-12,0,1.313,1,0.446,0.446,0.2,0
1.8213,6.4894,1.3623,2.7236,0.8157,0,1.7081,0.49691,-1.2763e-11,-3.6775e-11,-4.2347e-12,-9.0465e-12,0,1.313,1,0.448,0.448,0.2,0
1.8212,6.4892,1.3624,2.7236,0.81558,0,1.708,0.49687,-1.3632e-11,-3.9033e-11,-4.3929e-12,-9.5601e-12,0,1.313,1,0.45,0.45,0.2,0
1.8212,6.489,1.3624,2.7235,0.81546,0,1.708,0.49684,-1.4486e-11,-4.1253e-11,-4.5493e-12,-1.0065e-11,0,1.313,1,0.452,0.452,0.2,0
1.821,6.4887,1.3624,2.7235,0.81536,0,1.7078,0.49678,-1.511e-11,-4.2901e-11,-4.6782e-12,-1.0444e-11,0,1.313,1,0.454,0.454,0.2,0
1.8209,6.4884,1.3625,2.7234,0.81525,0,1.7077,0.49672,-1.5733e-11,-4.4549e-11,-4.807e-12,-1.0823e-11,0,1.313,1,0.456,0.456,0.2,0
1.8208,6.4882,1.3625,2.7234,0.81515,0,1.7076,0.49667,-1.64e-11,-4.6321e-11,-4.9504e-12,-1.1234e-11,0,1.313,1,0.458,0.458,0.2,0
1.8208,6.488,1.3625,2.7233,0.81508,0,1.7076,0.49665,-1.7261e-11,-4.8663e-11,-5.1603e-12,-1.1793e-11,0,1.313,1,0.46,0.46,0.2,0
1.8207,6.4879,1.3626,2.7233,0.81501,0,1.7075,0.49662,-1.8123e-11,-5.1005e-11,-5.3702e-12,-1.2351e-11,0,1.313,1,0.462,0.462,0.2,0
1.8207,6.4878,1.3626,2.7233,0.81494,0,1.7075,0.49659,-1.8985e-11,-5.3348e-11,-5.5801e-12,-1.2909e-11,0,1.313,1,0.464,0.464,0.2,0
1.8206,6.4876,1.3626,2.7233,0.81487,0,1.7074,0.49656,-1.9846e-11,-5.569e-11,-5.79e-12,-1.3467e-11,0,1.313,1,0.466,0.466,0.2,0
1.8205,6.4874,1.3626,2.7232,0.8148,0,1.7073,0.49651,-2.0891e-11,-5.8544e-11,-6.0475e-12,-1.4166e-11,0,1.313,1,0.468,0.468,0.2,0
1.8205,6.4875,1.3627,2.7233,0.81482,0,1.7073,0.49649,-2.1072e-11,-5.9304e-11,-6.275e-12,-1.4292e-11,0,1.3129,1,0.47,0.47,0.2,0
1.8205,6.4876,1.3628,2.7235,0.81485,0,1.7072,0.49647,-2.1163e-11,-5.9846e-11,-6.4984e-12,-1.4357e-11,0,1.3129,1,0.472,0.472,0.2,0
1.8205,6.4878,1.3629,2.7237,0.81488,0,1.7072,0.49645,-2.1255e-11,-6.0389e-11,-6.7217e-12,-1.4423e-11,0,1.3128,1,0.474,0.474,0.2,0
1.8205,6.4879,1.363,2.7238,0.81491,0,1.7071,0.49643,-2.1347e-11,-6.0931e-11,-6.9451e-12,-1.4489e-11,0,1.3128,1,0.476,0.476,0.2,0
1.8205,6.4878,1.3631,2.7238,0.8149,0,1.7071,0.4964,-2.2036e-11,-6.2765e-11,-7.1128e-12,-1.4882e-11,0,1.3128,1,0.478,0.478,0.2,0
1.8204,6.4877,1.3631,2.7238,0.81489,0,1.707,0.49636,-2.3193e-11,-6.5672e-11,-7.2772e-12,-1.5547e-11,0,1.3128,1,0.48,0.48,0.2,0
1.8205,6.4879,1.3632,2.7241,0.815,0,1.707,0.49633,-2.5145e-11,-7.0667e-11,-7.6125e-12,-1.6738e-11,0,1.3127,1,0.482,0.482,0.2,0
1.8205,6.4882,1.3634,2.7243,0.81511,0,1.7069,0.49631,-2.7098e-11,-7.5662e-11,-7.9478e-12,-1.7929e-11,0,1.3126,1,0.484,0.484,0.2,0
1.8207,6.4889,1.3634,2.7247,0.81531,0,1.7071,0.49639,-2.8707e-11,-7.9795e-11,-8.1959e-12,-1.8957e-11,0,1.3126,1,0.486,0.486,0.2,0
1.8211,6.4903,1.3634,2.7252,0.81561,0,1.7075,0.49659,-2.9916e-11,-8.2924e-11,-8.3421e-12,-1.9794e-11,0,1.3126,1,0.488,0.488,0.2,0
1.8215,6.4917,1.3633,2.7256,0.81592,0,1.7079,0.49679,-3.1167e-11,-8.634e-11,-8.6479e-12,-2.0678e-11,0,1.3127,1,0.49,0.49,0.2,0
1.8219,6.493,1.3633,2.7261,0.81626,0,1.7082,0.49698,-3.2522e-11,-9.0465e-11,-9.3463e-12,-2.1679e-11,0,1.3127,1,0.492,0.492,0.2,0
1.8223,6.4944,1.3633,2.7266,0.81659,0,1.7086,0.49716,-3.3876e-11,-9.459e-11,-1.0045e-11,-2.2679e-11,0,1.3127,1,0.494,0.494,0.2,0
1.823,6.4971,1.363,2.7272,0.81726,0,1.7096,0.49765,-3.3508e-11,-9.3724e-11,-1.0215e-11,-2.2313e-11,0,1.3129,1,0.496,0.496,0.2,0
1.8239,6.5001,1.3626,2.7279,0.81801,0,1.7107,0.49819,-3.2787e-11,-9.1838e-11,-1.0277e-11,-2.1668e-11,0,1.3131,1,0.498,0.498,0.2,0
1.8247,6.5032,1.3623,2.7286,0.81875,0,1.7118,0.49874,-3.2066e-11,-8.9952e-11,-1.0339e-11,-2.1022e-11,0,1.3133,1,0.5,0.5,0.2,0
1.8251,6.5045,1.3622,2.7289,0.81921,0,1.7122,0.49897,-3.2149e-11,-9.0023e-11,-1.0352e-11,-2.0895e-11,0,1.3134,1,0.502,0.502,0.2,0
1.8226,6.4964,1.3636,2.7274,0.81768,0,1.7089,0.49728,-3.1937e-11,-8.7634e-11,-8.3845e-12,-2.0739e-11,0,1.3126,1,0.504,0.504,0.2,0
1.8204,6.4893,1.3648,2.726,0.81654,0,1.706,0.49587,-3.315e-11,-8.9136e-11,-6.2874e-12,-2.1699e-11,0,1.312,1,0.506,0.506,0.2,0
1.8182,6.4822,1.3659,2.7246,0.81541,0,1.7032,0.49445,-3.4363e-11,-9.0638e-11,-4.1903e-12,-2.2658e-11,0,1.3114,1,0.508,0.508,0.2,0
1.8151,6.4721,1.3676,2.7228,0.81321,0,1.6991,0.49239,-3.5295e-11,-9.1494e-11,-2.4922e-12,-2.3255e-11,0,1.3105,1,0.51,0.51,0.2,0
1.8049,6.44,1.3735,2.718,0.80353,0,1.6857,0.48573,-3.4227e-11,-8.7755e-11,-3.6289e-12,-2.1267e-11,0,1.3075,1,0.512,0.512,0.2,0
1.7947,6.408,1.3794,2.7133,0.79386,0,1.6724,0.47907,-3.316e-11,-8.4017e-11,-4.7657e-12,-1.9278e-11,0,1.3045,1,0.514,0.514,0.2,0
1.7839,6.3742,1.3857,2.7082,0.78362,0,1.6584,0.47206,-3.2141e-11,-8.0538e-11,-5.9161e-12,-1.7385e-11,0,1.3014,1,0.516,0.516,0.2,0
1.7701,6.3305,1.3936,2.7016,0.7703,0,1.6404,0.46307,-3.1393e-11,-7.851e-11,-7.1425e-12,-1.6023e-11,0,1.2973,1,0.518,0.518,0.2,0
1.7563,6.2869,1.4016,2.695,0.75697,0,1.6224,0.45408,-3.0645e-11,-7.6481e-11,-8.3689e-12,-1.466e-11,0,1.2933,1,0.52,0.52,0.2,0
1.7278,6.1937,1.4183,2.6764,0.72741,0,1.5863,0.43601,-2.7046e-11,-6.3011e-11,-6.099e-12,-9.4754e-12,0,1.2845,1,0.522,0.522,0.2,0
1.6998,6.1025,1.4347,2.6584,0.69852,0,1.5509,0.4183,-2.3047e-11,-4.8533e-11,-3.5868e-12,-4.198e-12,0,1.2759,1,0.524,0.524,0.2,0
1.6761,6.0254,1.4485,2.6438,0.67424,0,1.5206,0.40314,-1.896e-11,-3.4738e-11,-1.3978e-12,4.2891e-13,0,1.2686,1,0.526,0.526,0.2,0
1.6523,5.9483,1.4624,2.6293,0.64996,0,1.4903,0.38799,-1.4873e-11,-2.0945e-11,7.9125e-13,5.0557e-12,0,1.2613,1,0.528,0.528,0.2,0
1.6286,5.8711,1.4762,2.6148,0.62567,0,1.46,0.37284,-1.0786e-11,-7.1506e-12,2.9803e-12,9.6824e-12,0,1.2541,1,0.53,0.53,0.2,0
1.6037,5.7898,1.491,2.5985,0.60007,0,1.4284,0.35707,-7.0568e-12,5.3591e-12,5.0742e-12,1.3798e-11,0,1.2464,1,0.532,0.532,0.2,0
1.5728,5.688,1.5105,2.5734,0.56794,0,1.3908,0.33824,-5.1037e-12,1.1482e-11,6.6947e-12,1.5372e-11,0,1.2363,1,0.534,0.534,0.2,0
1.5419,5.5863,1.53,2.5484,0.5358,0,1.3531,0.31941,-3.1507e-12,1.7605e-11,8.3153e-12,1.6946e-11,0,1.2263,1,0.536,0.536,0.2,0
1.5109,5.4845,1.5496,2.5233,0.50366,0,1.3154,0.30058,-1.1976e-12,2.3727e-11,9.9358e-12,1.8519e-11,0,1.2163,1,0.538,0.538,0.2,0
1.4805,5.3844,1.5687,2.4989,0.47204,0,1.2783,0.28201,8.6331e-13,3.0241e-11,1.1591e-11,2.0282e-11,0,1.2065,1,0.54,0.54,0.2,0
1.453,5.2941,1.5856,2.4785,0.44339,0,1.2442,0.26498,3.5515e-12,3.9028e-11,1.345e-11,2.314e-11,0,1.1978,1,0.542,0.542,0.2,0
1.4253,5.2022,1.6037,2.4542,0.41475,0,1.2109,0.24832,4.8751e-12,4.3139e-11,1.4691e-11,2.4103e-11,0,1.1886,1,0.544,0.544,0.2,0
1.3973,5.1091,1.6228,2.427,0.3861,0,1.1782,0.23195,5.1628e-12,4.37e-11,1.5464e-11,2.3628e-11,0,1.179,1,0.546,0.546,0.2,0
1.3694,5.016,1.6419,2.3999,0.35745,0,1.1455,0.21559,5.4505e-12,4.4262e-11,1.6237e-11,2.3154e-11,0,1.1695,1,0.548,0.548,0.2,0
1.3414,4.9229,1.6609,2.3727,0.32881,0,1.1127,0.19922,5.7382e-12,4.4824e-11,1.701e-11,2.2679e-11,0,1.16,1,0.55,0.55,0.2,0
1.3135,4.8297,1.68,2.3456,0.30016,0,1.08,0.18285,6.026e-12,4.5386e-11,1.7783e-11,2.2204e-11,0,1.1505,1,0.552,0.552,0.2,0
1.2837,4.7302,1.701,2.315,0.26996,0,1.0455,0.16563,6.0529e-12,4.4967e-11,1.8299e-11,2.134e-11,0,1.1401,1,0.554,0.554,0.2,0
1.2601,4.6501,1.7195,2.2869,0.2473,0,1.0194,0.15254,5.6676e-12,4.3387e-11,1.7825e-11,2.0537e-11,0,1.1312,1,0.556,0.556,0.2,0
1.2362,4.5693,1.7378,2.2592,0.22415,0,0.9927,0.13921,5.3395e-12,4.2094e-11,1.7467e-11,1.9778e-11,0,1.1223,1,0.558,0.558,0.2,0
