"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Residual_Density","Residual_Energy","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0419,3.9231,1.9567,2.0551,0.03293,0,0.75798,0.021849,-8.0884e-13,1.4644e-12,8.3091e-13,-4.692e-13,0,1.018,1,0.13,0.13,0.2,0
1.045,3.9333,1.9533,2.0592,0.035459,0,0.76132,0.023516,-9.0007e-13,1.4441e-12,7.2106e-13,-5.0979e-13,0,1.0194,1,0.132,0.132,0.2,0
1.0482,3.9436,1.9499,2.0632,0.037988,0,0.76465,0.025184,-9.913e-13,1.4238e-12,6.1122e-13,-5.5037e-13,0,1.0208,1,0.134,0.134,0.2,0
1.0513,3.9539,1.9464,2.0673,0.040517,0,0.76799,0.026851,-1.0825e-12,1.4035e-12,5.0138e-13,-5.9096e-13,0,1.0222,1,0.136,0.136,0.2,0
1.0588,3.9792,1.9387,2.0767,0.047139,0,0.77628,0.030998,-3.3406e-13,3.1817e-12,8.5912e-13,8.5946e-14,0,1.0257,1,0.138,0.138,0.2,0
1.0678,4.0093,1.9297,2.0879,0.055082,0,0.78617,0.035944,6.8524e-13,5.54e-12,1.3677e-12,9.9428e-13,0,1.0299,1,0.14,0.14,0.2,0
1.0767,4.0394,1.9206,2.099,0.063026,0,0.79607,0.040891,1.7045e-12,7.8982e-12,1.8762e-12,1.9026e-12,0,1.034,1,0.142,0.142,0.2,0
1.0856,4.0695,1.9115,2.1102,0.070969,0,0.80596,0.045837,2.7238e-12,1.0256e-11,2.3848e-12,2.8109e-12,0,1.0381,1,0.144,0.144,0.2,0
1.0946,4.0996,1.9025,2.1214,0.078912,0,0.81585,0.050783,3.7431e-12,1.2615e-11,2.8933e-12,3.7193e-12,0,1.0423,1,0.146,0.146,0.2,0
1.1035,4.1298,1.8934,2.1325,0.086855,0,0.82574,0.05573,4.7624e-12,1.4973e-11,3.4019e-12,4.6276e-12,0,1.0464,1,0.148,0.148,0.2,0
1.1125,4.1599,1.8843,2.1437,0.094798,0,0.83564,0.060676,5.7818e-12,1.7331e-11,3.9104e-12,5.5359e-12,0,1.0505,1,0.15,0.15,0.2,0
1.1214,4.19,1.8753,2.1549,0.10274,0,0.84553,0.065622,6.801e-12,1.969e-11,4.419e-12,6.4442e-12,0,1.0547,1,0.152,0.152,0.2,0
1.1388,4.2477,1.8595,2.1726,0.11916,0,0.86611,0.075911,7.639e-12,2.0486e-11,3.1307e-12,7.0985e-12,0,1.0622,1,0.154,0.154,0.2,0
1.1627,4.3269,1.8386,2.1955,0.14218,0,0.89501,0.090363,8.3357e-12,2.0064e-11,4.425e-13,7.5548e-12,0,1.0725,1,0.156,0.156,0.2,0
1.1867,4.406,1.8177,2.2184,0.1652,0,0.92391,0.10481,9.0324e-12,1.9643e-11,-2.2457e-12,8.0111e-12,0,1.0828,1,0.158,0.158,0.2,0
1.2106,4.4852,1.7968,2.2413,0.18822,0,0.95282,0.11927,9.7291e-12,1.9222e-11,-4.934e-12,8.4674e-12,0,1.093,1,0.16,0.16,0.2,0
